"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-3", "12671", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:244, value=<void>"
"Thread-3", "12672", "SYSTEM", "Method Returned", " "
"Thread-3", "12673", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "12674", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "12675", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "12676", "SYSTEM", "Method Exit", " returner=Programmer:1#set_state:363, value=<void>"
"Thread-0", "12677", "SYSTEM", "Method Returned", " "
"Thread-0", "12678", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "12679", "SYSTEM", "Field Read", " context=Programmer:1, fs"
"Thread-0", "12680", "SYSTEM", "Method Call", " caller=Programmer:1#run:1, target=Forks:1#pickup:245"
"Thread-0", "12681", "SYSTEM", "Method Entered", " "
"Thread-0", "12682", "SYSTEM", "Variable Write", " context=Forks:1#pickup:245, p=Programmer:1"
"Thread-0", "12683", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-0", "12684", "SYSTEM", "Field Read", " context=Programmer:1, count"
"Thread-0", "12685", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-0", "12686", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12687", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12688", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Programmer:4#set_state:364"
"Thread-3", "12689", "SYSTEM", "Method Entered", " "
"Thread-3", "12690", "SYSTEM", "Variable Write", " context=Programmer:4#set_state:364, s=""E"""
"Thread-3", "12691", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12692", "SYSTEM", "Field Write", " context=Programmer:4, state=""E"""
"Thread-3", "12693", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12694", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12695", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12696", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12697", "SYSTEM", "Field Read", " context=Programmer:4, name"
"Thread-3", "12698", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12699", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12700", "SYSTEM", "Field Read", " context=Programmer:4, name"
"Thread-3", "12701", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12702", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12703", "SYSTEM", "Method Exit", " returner=Programmer:4#set_state:364, value=<void>"
"Thread-3", "12704", "SYSTEM", "Method Returned", " "
"Thread-3", "12705", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12706", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Programmer:4#set_state:365"
"Thread-3", "12707", "SYSTEM", "Method Entered", " "
"Thread-3", "12708", "SYSTEM", "Variable Write", " context=Programmer:4#set_state:365, s=""C"""
"Thread-3", "12709", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12710", "SYSTEM", "Field Write", " context=Programmer:4, state=""C"""
"Thread-3", "12711", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12712", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12713", "SYSTEM", "Field Read", " context=Programmer:4, name"
"Thread-3", "12714", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12715", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12716", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12717", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12718", "SYSTEM", "Method Exit", " returner=Programmer:4#set_state:365, value=<void>"
"Thread-3", "12719", "SYSTEM", "Method Returned", " "
"Thread-3", "12720", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12721", "SYSTEM", "Field Read", " context=Programmer:4, fs"
"Thread-3", "12722", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Forks:1#drop:119"
"Thread-3", "12723", "SYSTEM", "Method Entered", " "
"Thread-3", "12724", "SYSTEM", "Variable Write", " context=Forks:1#drop:119, p=Programmer:4"
"Thread-3", "12725", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12726", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "12727", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-3", "12728", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12729", "SYSTEM", "Field Write", " context=Programmer:4, count=0"
"Thread-3", "12730", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12731", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12732", "SYSTEM", "Method Exit", " returner=Forks:1#drop:119, value=<void>"
"Thread-2", "12733", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12734", "SYSTEM", "Method Returned", " "
"Thread-3", "12735", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12736", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-3", "12737", "SYSTEM", "Variable Write", " context=Programmer:4#run:4, i=24"
"Thread-3", "12738", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12739", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "12740", "SYSTEM", "Field Read", " context=Programmer:4, fs"
"Thread-2", "12741", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12742", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "12743", "SYSTEM", "Field Write", " context=Programmer:3, count=2"
"Thread-2", "12744", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12745", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12746", "SYSTEM", "Field Write", " context=Forks:1, n=1"
"Thread-2", "12747", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12748", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:240, value=<void>"
"Thread-3", "12749", "SYSTEM", "Method Call", " caller=Programmer:4#run:4, target=Forks:1#pickup:246"
"Thread-3", "12750", "SYSTEM", "Method Entered", " "
"Thread-3", "12751", "SYSTEM", "Variable Write", " context=Forks:1#pickup:246, p=Programmer:4"
"Thread-3", "12752", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12753", "SYSTEM", "Method Returned", " "
"Thread-2", "12754", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-3", "12755", "SYSTEM", "Field Read", " context=Programmer:4, count"
"Thread-3", "12756", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-3", "12757", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12758", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12759", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:366"
"Thread-2", "12760", "SYSTEM", "Method Entered", " "
"Thread-2", "12761", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:366, s=""E"""
"Thread-2", "12762", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12763", "SYSTEM", "Field Write", " context=Programmer:3, state=""E"""
"Thread-2", "12764", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12765", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12766", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12767", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12768", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "12769", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12770", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12771", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "12772", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12773", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12774", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:366, value=<void>"
"Thread-2", "12775", "SYSTEM", "Method Returned", " "
"Thread-2", "12776", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12777", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:367"
"Thread-2", "12778", "SYSTEM", "Method Entered", " "
"Thread-2", "12779", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:367, s=""C"""
"Thread-2", "12780", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12781", "SYSTEM", "Field Write", " context=Programmer:3, state=""C"""
"Thread-2", "12782", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12783", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12784", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "12785", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12786", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12787", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12788", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12789", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:367, value=<void>"
"Thread-2", "12790", "SYSTEM", "Method Returned", " "
"Thread-2", "12791", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12792", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-2", "12793", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#drop:120"
"Thread-2", "12794", "SYSTEM", "Method Entered", " "
"Thread-2", "12795", "SYSTEM", "Variable Write", " context=Forks:1#drop:120, p=Programmer:3"
"Thread-2", "12796", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12797", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12798", "SYSTEM", "Field Write", " context=Forks:1, n=3"
"Thread-2", "12799", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12800", "SYSTEM", "Field Write", " context=Programmer:3, count=0"
"Thread-2", "12801", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12802", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12803", "SYSTEM", "Method Exit", " returner=Forks:1#drop:120, value=<void>"
"Thread-4", "12804", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12805", "SYSTEM", "Method Returned", " "
"Thread-2", "12806", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12807", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-2", "12808", "SYSTEM", "Variable Write", " context=Programmer:3#run:3, i=25"
"Thread-2", "12809", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12810", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12811", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-4", "12812", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12813", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-4", "12814", "SYSTEM", "Field Write", " context=Programmer:5, count=2"
"Thread-4", "12815", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12816", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "12817", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-4", "12818", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12819", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:241, value=<void>"
"Thread-2", "12820", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#pickup:247"
"Thread-2", "12821", "SYSTEM", "Method Entered", " "
"Thread-2", "12822", "SYSTEM", "Variable Write", " context=Forks:1#pickup:247, p=Programmer:3"
"Thread-2", "12823", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12824", "SYSTEM", "Method Returned", " "
"Thread-4", "12825", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12826", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "12827", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12828", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12829", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12830", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "12831", "SYSTEM", "Field Write", " context=Programmer:3, count=1"
"Thread-4", "12832", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12833", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12834", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Programmer:5#set_state:368"
"Thread-4", "12835", "SYSTEM", "Method Entered", " "
"Thread-4", "12836", "SYSTEM", "Variable Write", " context=Programmer:5#set_state:368, s=""E"""
"Thread-4", "12837", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12838", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "12839", "SYSTEM", "Field Write", " context=Programmer:5, state=""E"""
"Thread-2", "12840", "SYSTEM", "Field Write", " context=Forks:1, n=1"
"Thread-4", "12841", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12842", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12843", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12844", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:247, value=<void>"
"Thread-4", "12845", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12846", "SYSTEM", "Method Returned", " "
"Thread-2", "12847", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12848", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12849", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:369"
"Thread-2", "12850", "SYSTEM", "Method Entered", " "
"Thread-2", "12851", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:369, s=""H"""
"Thread-2", "12852", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12853", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-2", "12854", "SYSTEM", "Field Write", " context=Programmer:3, state=""H"""
"Thread-2", "12855", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12856", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12857", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12858", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12859", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "12860", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12861", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12862", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-4", "12863", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12864", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12865", "SYSTEM", "Method Exit", " returner=Programmer:5#set_state:368, value=<void>"
"Thread-4", "12866", "SYSTEM", "Method Returned", " "
"Thread-4", "12867", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12868", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12869", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Programmer:5#set_state:370"
"Thread-4", "12870", "SYSTEM", "Method Entered", " "
"Thread-4", "12871", "SYSTEM", "Variable Write", " context=Programmer:5#set_state:370, s=""C"""
"Thread-4", "12872", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12873", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12874", "SYSTEM", "Field Write", " context=Programmer:5, state=""C"""
"Thread-2", "12875", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:369, value=<void>"
"Thread-4", "12876", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12877", "SYSTEM", "Method Returned", " "
"Thread-2", "12878", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12879", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12880", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-4", "12881", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-2", "12882", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#pickup:248"
"Thread-2", "12883", "SYSTEM", "Method Entered", " "
"Thread-2", "12884", "SYSTEM", "Variable Write", " context=Forks:1#pickup:248, p=Programmer:3"
"Thread-2", "12885", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12886", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12887", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "12888", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12889", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12890", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-2", "12891", "SYSTEM", "Field Write", " context=Programmer:3, count=2"
"Thread-2", "12892", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12893", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12894", "SYSTEM", "Field Write", " context=Forks:1, n=0"
"Thread-2", "12895", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12896", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:248, value=<void>"
"Thread-2", "12897", "SYSTEM", "Method Returned", " "
"Thread-2", "12898", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12899", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12900", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:371"
"Thread-2", "12901", "SYSTEM", "Method Entered", " "
"Thread-2", "12902", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:371, s=""E"""
"Thread-2", "12903", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12904", "SYSTEM", "Field Write", " context=Programmer:3, state=""E"""
"Thread-2", "12905", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12906", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12907", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12908", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12909", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-2", "12910", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12911", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12912", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-4", "12913", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12914", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12915", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12916", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12917", "SYSTEM", "Method Exit", " returner=Programmer:5#set_state:370, value=<void>"
"Thread-2", "12918", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12919", "SYSTEM", "Method Returned", " "
"Thread-4", "12920", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12921", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:371, value=<void>"
"Thread-4", "12922", "SYSTEM", "Field Read", " context=Programmer:5, fs"
"Thread-2", "12923", "SYSTEM", "Method Returned", " "
"Thread-2", "12924", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12925", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Forks:1#drop:121"
"Thread-4", "12926", "SYSTEM", "Method Entered", " "
"Thread-4", "12927", "SYSTEM", "Variable Write", " context=Forks:1#drop:121, p=Programmer:5"
"Thread-4", "12928", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12929", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Programmer:3#set_state:372"
"Thread-2", "12930", "SYSTEM", "Method Entered", " "
"Thread-2", "12931", "SYSTEM", "Variable Write", " context=Programmer:3#set_state:372, s=""C"""
"Thread-2", "12932", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12933", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12934", "SYSTEM", "Field Write", " context=Programmer:3, state=""C"""
"Thread-4", "12935", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-2", "12936", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12937", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12938", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12939", "SYSTEM", "Field Write", " context=Programmer:5, count=0"
"Thread-2", "12940", "SYSTEM", "Field Read", " context=Programmer:3, name"
"Thread-4", "12941", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12942", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12943", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12944", "SYSTEM", "Method Exit", " returner=Forks:1#drop:121, value=<void>"
"Thread-1", "12945", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12946", "SYSTEM", "Method Returned", " "
"Thread-4", "12947", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12948", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12949", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-4", "12950", "SYSTEM", "Variable Write", " context=Programmer:5#run:5, i=24"
"Thread-4", "12951", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12952", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12953", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "12954", "SYSTEM", "Field Read", " context=Programmer:5, fs"
"Thread-2", "12955", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12956", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "12957", "SYSTEM", "Method Exit", " returner=Programmer:3#set_state:372, value=<void>"
"Thread-1", "12958", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12959", "SYSTEM", "Method Returned", " "
"Thread-2", "12960", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12961", "SYSTEM", "Field Read", " context=Programmer:2, count"
"Thread-2", "12962", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-1", "12963", "SYSTEM", "Field Write", " context=Programmer:2, count=1"
"Thread-1", "12964", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12965", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "12966", "SYSTEM", "Field Write", " context=Forks:1, n=1"
"Thread-1", "12967", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12968", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:242, value=<void>"
"Thread-2", "12969", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#drop:122"
"Thread-2", "12970", "SYSTEM", "Method Entered", " "
"Thread-2", "12971", "SYSTEM", "Variable Write", " context=Forks:1#drop:122, p=Programmer:3"
"Thread-2", "12972", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12973", "SYSTEM", "Method Returned", " "
"Thread-1", "12974", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12975", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-1", "12976", "SYSTEM", "Method Call", " caller=Programmer:2#run:2, target=Programmer:2#set_state:373"
"Thread-1", "12977", "SYSTEM", "Method Entered", " "
"Thread-1", "12978", "SYSTEM", "Variable Write", " context=Programmer:2#set_state:373, s=""H"""
"Thread-1", "12979", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12980", "SYSTEM", "Field Write", " context=Forks:1, n=3"
"Thread-1", "12981", "SYSTEM", "Field Write", " context=Programmer:2, state=""H"""
"Thread-2", "12982", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12983", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12984", "SYSTEM", "Field Write", " context=Programmer:3, count=0"
"Thread-1", "12985", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12986", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12987", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12988", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12989", "SYSTEM", "Field Read", " context=Programmer:2, name"
"Thread-2", "12990", "SYSTEM", "Method Exit", " returner=Forks:1#drop:122, value=<void>"
"Thread-4", "12991", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Forks:1#pickup:249"
"Thread-4", "12992", "SYSTEM", "Method Entered", " "
"Thread-4", "12993", "SYSTEM", "Variable Write", " context=Forks:1#pickup:249, p=Programmer:5"
"Thread-4", "12994", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "12995", "SYSTEM", "Method Returned", " "
"Thread-2", "12996", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-1", "12997", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "12998", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-2", "12999", "SYSTEM", "Variable Write", " context=Programmer:3#run:3, i=26"
"Thread-2", "13000", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "13001", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "13002", "SYSTEM", "Field Read", " context=Programmer:3, fs"
"Thread-4", "13003", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "13004", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "13005", "SYSTEM", "Field Read", " context=Programmer:5, count"
"Thread-4", "13006", "SYSTEM", "Field Write", " context=Programmer:5, count=1"
"Thread-4", "13007", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "13008", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "13009", "SYSTEM", "Field Write", " context=Forks:1, n=2"
"Thread-4", "13010", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "13011", "SYSTEM", "Method Exit", " returner=Forks:1#pickup:249, value=<void>"
"Thread-2", "13012", "SYSTEM", "Method Call", " caller=Programmer:3#run:3, target=Forks:1#pickup:250"
"Thread-2", "13013", "SYSTEM", "Method Entered", " "
"Thread-2", "13014", "SYSTEM", "Variable Write", " context=Forks:1#pickup:250, p=Programmer:3"
"Thread-2", "13015", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "13016", "SYSTEM", "Method Returned", " "
"Thread-4", "13017", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "13018", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-4", "13019", "SYSTEM", "Method Call", " caller=Programmer:5#run:5, target=Programmer:5#set_state:374"
"Thread-4", "13020", "SYSTEM", "Method Entered", " "
"Thread-4", "13021", "SYSTEM", "Variable Write", " context=Programmer:5#set_state:374, s=""H"""
"Thread-4", "13022", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "13023", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "13024", "SYSTEM", "Field Write", " context=Programmer:5, state=""H"""
"Thread-2", "13025", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-4", "13026", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "13027", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-4", "13028", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "13029", "SYSTEM", "Field Read", " context=Programmer:3, count"
"Thread-4", "13030", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "13031", "SYSTEM", "Field Write", " context=Programmer:3, count=1"
"Thread-4", "13032", "SYSTEM", "Field Read", " context=Programmer:5, name"
"Thread-2", "13033", "SYSTEM", "Line Step", " <source unavailable>"
"Thread-2", "13034", "SYSTEM", "Field Read", " context=Forks:1, n"
"Thread-2", "13035", "SYSTEM", "Field Write", " context=Forks:1, n=1"
